Time (s),Voltage (V)
0.0,2.8900641017807605
0.0001,0.8711793631720943
0.0002,0.8611101518222523
0.00030000000000000003,0.07504509600330364
0.0004,0.5686536536252984
0.0005,0.5109236683468928
0.0006000000000000001,0.5127572338796293
0.0007,0.5934941831258349
0.0008,0.5159911481890934
0.0009000000000000001,0.9507896618998014
0.001,0.8105626547856091
0.0011,0.8848387693566586
0.0012000000000000001,0.8572236030793831
0.0013000000000000002,0.8928905006038006
0.0014,0.7940727507547671
0.0015,1.0143962112893394
0.0016,1.0339331257351463
0.0017000000000000001,0.5197182531202875
0.0018000000000000002,0.7224389377065317
0.0019,1.1135569338534115
0.002,1.1675547124209738
0.0021000000000000003,0.9421484157255912
0.0022,0.8470914150009125
0.0023,1.4668277529480123
0.0024000000000000002,1.5273664098135664
0.0025,1.1378282130571258
0.0026000000000000003,1.2039342245642308
0.0027,1.1551873534262163
0.0028,1.3524208994690265
0.0029000000000000002,0.8228131340119076
0.003,1.345001615184973
0.0031000000000000003,0.9549765828454795
0.0032,1.5173919658985677
0.0033,1.2191333093878691
0.0034000000000000002,0.5434102890608099
0.0035,0.7917455243341873
0.0036000000000000003,1.4936554797658146
0.0037,0.9667119115267084
0.0038,1.1728394956224863
0.0039000000000000003,1.126862984514302
0.004,0.9025367966899785
0.0041,1.2065682697492583
0.004200000000000001,0.8419711015903968
0.0043,0.7602917664213267
0.0044,1.2553804191032953
0.0045000000000000005,0.775411419801807
0.0046,0.5808841054353548
0.0047,1.0977693443681142
0.0048000000000000004,0.6159189313613228
0.0049,0.8526404503036215
0.005,1.240143167767596
0.0051,0.850681973229304
0.005200000000000001,0.31842351250869955
0.0053,0.7951139210765659
0.0054,0.9783861927405113
0.0055000000000000005,0.41534833948862243
0.0056,0.4805849384362949
0.0057,-0.073625105180529
0.0058000000000000005,-0.09660463816872245
0.0059,0.4864959199628264
0.006,0.215571530429652
0.0061,0.6770871521080581
0.006200000000000001,0.5054801057150519
0.0063,0.2315861137457419
0.0064,0.4789547701575956
0.006500000000000001,0.04675677572568521
0.0066,0.27194097786587856
0.0067,0.49172463891489243
0.0068000000000000005,0.31511517477534123
0.006900000000000001,0.18222632737787117
0.007,0.7957339147742435
0.0071,0.17974803472908427
0.007200000000000001,0.5214057515829879
0.0073,0.35031242886068575
0.0074,0.238596775607935
0.007500000000000001,0.7120694450254466
0.0076,0.8957708902003934
0.0077,0.22158578784493055
0.0078000000000000005,0.22456893536462044
0.0079,0.08570852535423085
0.008,0.049344063108738956
0.0081,0.5493299863619064
0.0082,0.1139342952271285
0.0083,-0.023654387240713615
0.008400000000000001,0.867772452991249
0.0085,0.26144126929579137
0.0086,0.5027332051174533
0.008700000000000001,0.3571166687884635
0.0088,0.26003218322109023
0.0089,0.42734875846591924
0.009000000000000001,0.7378747892685222
0.0091,0.8721393374836082
0.0092,0.6145754216032472
0.009300000000000001,0.801542676012849
0.0094,0.4856775273186146
0.0095,0.23456840131837509
0.009600000000000001,0.4091884035012954
0.0097,0.2998590236824994
0.0098,0.13394788275227648
0.0099,0.457539121657898
0.01,0.7313948261182754
0.010100000000000001,-0.028801683145440238
0.0102,-0.1303782835979036
0.0103,0.30004123991315557
0.010400000000000001,0.5588850901208602
0.0105,0.6042165393168746
0.0106,0.3760143183282862
0.010700000000000001,0.2123178765105037
0.0108,0.32993145045523165
0.0109,0.42963830132330516
0.011000000000000001,-0.0493946666571895
0.0111,0.14902852619299747
0.0112,0.3879390631742098
0.011300000000000001,-0.33881867316962505
0.0114,-0.1121961843083995
0.0115,-0.3907817467365945
0.011600000000000001,-0.5340411338939797
0.0117,-0.8575021472754605
0.0118,-0.3287193830116808
0.0119,-0.5593906091900023
0.012,0.004471275708550604
0.012100000000000001,-0.23807041861048028
0.0122,-0.47332217289473344
0.0123,-0.6519709650705133
0.012400000000000001,-0.8290011963628973
0.0125,-0.5977494127684082
0.0126,-1.0067911192707981
0.012700000000000001,-0.8008693340462614
0.0128,-0.7931239785047413
0.0129,-1.421979750103086
0.013000000000000001,-1.2312803994499155
0.0131,-1.2348623485783414
0.0132,-1.280066790061913
0.013300000000000001,-1.4077138684642856
0.0134,-1.337298916252323
0.0135,-1.174205371629119
0.013600000000000001,-1.8963092392275405
0.0137,-1.1889624650366015
0.013800000000000002,-1.1413187074558988
0.013900000000000001,-0.9263088318894992
0.014,-0.8759437602265002
0.014100000000000001,-1.5673997306050163
0.0142,-1.3046450758597739
0.0143,-1.2179046039377517
0.014400000000000001,-1.8916805285155212
0.0145,-1.1894594552572622
0.0146,-1.8397642272044443
0.014700000000000001,-1.4408014768766855
0.0148,-1.6853341105753687
0.0149,-1.5287867683020193
0.015000000000000001,-1.7911450083791545
0.0151,-1.5164957342046002
0.0152,-1.5880287473813932
0.015300000000000001,-1.555768522161677
0.0154,-1.440475580356347
0.0155,-1.1218626630453468
0.015600000000000001,-1.577970847627204
0.015700000000000002,-1.9039682154045101
0.0158,-1.578199278003922
0.0159,-1.3060237262071095
0.016,-1.1084771760854901
0.0161,-1.6076504849711528
0.0162,-1.223538008906321
0.016300000000000002,-0.9761807644858347
0.0164,-0.9907487375372175
0.0165,-0.40997973983665215
0.0166,-0.6874293211397473
0.0167,-1.0783720374487094
0.016800000000000002,-0.6426646715651594
0.016900000000000002,-1.042370434160981
0.017,-0.5815600028652904
0.0171,-0.371479700995892
0.0172,-0.8428781788883668
0.0173,-0.8209889142061277
0.017400000000000002,0.22156108269944869
0.0175,-0.500317281723317
0.0176,-0.3333463188503252
0.0177,-0.2655952101228931
0.0178,0.021063648508442168
0.0179,-0.12990475153494868
0.018000000000000002,-0.6331334470217587
