Time (s),Voltage (V)
0.0,-0.016525746987616958
1e-05,0.08288870528339552
2e-05,-0.001703276222514985
3.0000000000000004e-05,0.05492393832499373
4e-05,0.014171444873363154
5e-05,0.0248524705254127
6.000000000000001e-05,0.01887213567373833
7.000000000000001e-05,-0.022497585814999183
8e-05,-0.06877176451731581
9e-05,-0.04339150698652529
0.0001,0.017385002060627975
0.00011,-0.1109108036229834
0.00012000000000000002,0.04140194692027588
0.00013000000000000002,-0.006487212470796558
0.00014000000000000001,0.0024608597710674748
0.00015000000000000001,-0.004707867933980569
0.00016,-0.047161344497577
0.00017,0.017102494563362904
0.00018,-0.0320699292315465
0.00019,-0.025256882115056
0.0002,0.005906641295837199
0.00021,0.08769148355126649
0.00022,0.08483163280016291
0.00023,-0.0694491687219607
0.00024000000000000003,-0.04398580178475483
0.00025,0.047352521818283734
0.00026000000000000003,0.0633225156823951
0.00027,0.005966184238103675
0.00028000000000000003,-0.04663625179765233
0.00029,0.01640837665759484
0.00030000000000000003,-0.00294574141770151
0.00031,0.007585727057788587
0.00032,0.012568487209421884
0.00033000000000000005,-0.00720566074469494
0.00034,0.11379820277825947
0.00035000000000000005,-0.06114574277405657
0.00036,-0.0205425030226354
0.00037000000000000005,-0.012118017738937763
0.00038,0.009586275282933668
0.00039000000000000005,0.072437479533688
0.0004,0.057871059126859005
0.00041000000000000005,0.00047753726496003866
0.00042,-0.03826888671437095
0.00043000000000000004,0.07936625587384534
0.00044,0.036281061862498486
0.00045000000000000004,0.019648834248528188
0.00046,-0.006746905664337762
0.00047000000000000004,-0.02228381185726041
0.00048000000000000007,-0.015916153702796917
0.0004900000000000001,0.0008165648050718487
0.0005,-0.02612507368248775
0.00051,-0.057295163728224796
0.0005200000000000001,-0.0068801927479676065
0.0005300000000000001,0.05121961675185195
0.00054,0.02921496336305699
0.00055,0.03998691546678397
0.0005600000000000001,0.005081001741976739
0.0005700000000000001,-0.02532722721366595
0.00058,0.015983053809731602
0.00059,-0.033652604263280754
0.0006000000000000001,-0.01074986506682459
0.0006100000000000001,0.0631199549040933
0.00062,-0.06660048927796944
0.00063,-0.062158444733243105
0.00064,0.004790458136486218
0.0006500000000000001,-0.004166990113486172
0.0006600000000000001,0.024671574653971615
0.00067,-0.026729659055003498
0.00068,0.11566982533979853
0.0006900000000000001,-0.04415308061501493
0.0007000000000000001,-0.02568956545569301
0.00071,0.0004450012191429892
0.00072,-0.049913329442219725
0.0007300000000000001,-0.09676166721112205
0.0007400000000000001,0.0257743475831636
0.00075,-0.007793458632210863
0.00076,0.0052173753877455065
0.0007700000000000001,0.0270058105535128
0.0007800000000000001,0.013649861235369194
0.00079,0.0023980592978951935
0.0008,0.020221143573753847
0.0008100000000000001,-0.015892473527961786
0.0008200000000000001,-0.026762168393004
0.0008300000000000001,0.07635285908254802
0.00084,0.05163608712100252
0.0008500000000000001,0.047642041123783466
0.0008600000000000001,0.05586628073166109
0.0008700000000000001,0.023977205280913814
0.00088,-0.07973109390662088
0.0008900000000000001,-0.04585009370391571
0.0009000000000000001,0.0106518566373172
0.0009100000000000001,-0.02981187022283311
0.00092,0.10365324414998583
0.00093,0.04963011912377004
0.0009400000000000001,0.0324974638296012
0.0009500000000000001,-0.08762933432628278
0.0009600000000000001,0.012053154335543777
0.00097,-0.029998492213221813
0.0009800000000000002,-0.011672880860751167
0.00099,-0.032772602950195844
0.001,0.05837796587236025
0.00101,0.006893987708578255
0.00102,-0.034126692051206824
0.00103,0.020309316986026907
0.0010400000000000001,0.054398360651853495
0.0010500000000000002,0.014788312453222353
0.0010600000000000002,-0.015889728780767314
0.00107,0.022598130848066923
0.00108,0.08674681485427199
0.00109,-0.01931761453683544
0.0011,0.005184473353619625
0.00111,0.04343078310659167
0.0011200000000000001,0.01916233067679689
0.0011300000000000001,-0.08760731909904962
0.0011400000000000002,-0.00540626253701865
0.0011500000000000002,-0.11025393971759073
0.00116,0.04366886006407525
0.00117,0.05607594096097952
0.00118,-0.07469345761176605
0.00119,0.010874108719109665
0.0012000000000000001,-0.04437440965986337
0.0012100000000000001,0.00459677526449613
0.0012200000000000002,0.0938217531705467
0.0012300000000000002,-0.0757534770319098
0.00124,-0.03348190657716678
0.00125,-0.01036617046989366
0.00126,0.04713721848695126
0.00127,0.045842250022201915
0.00128,0.07611897507556335
0.0012900000000000001,-0.00430466772781176
0.0013000000000000002,0.01622308400614954
0.0013100000000000002,0.0743277439603628
0.0013200000000000002,-0.0417028783882473
0.00133,0.04112027288680028
0.00134,-0.04580721470898591
0.00135,-0.030186088679349427
0.00136,0.02834202036532999
0.0013700000000000001,0.11004463257639585
0.0013800000000000002,-0.005415989225332868
0.0013900000000000002,-0.04515844166195837
0.0014000000000000002,-0.028863088586263786
0.00141,-0.009509037017145358
0.00142,-0.06409512563482365
0.00143,-0.04782216119156842
0.00144,-0.0019960213641052427
0.0014500000000000001,0.055489309197151886
0.0014600000000000001,-0.04278502741083171
0.0014700000000000002,-0.08862637193360501
0.0014800000000000002,0.0026985078745253538
0.0014900000000000002,-0.014130769826602047
0.0015,-0.0027674853974220958
0.00151,-0.03872236585344935
0.00152,0.06602340662526429
0.0015300000000000001,0.06565864335737408
0.0015400000000000001,0.028786606153432995
0.0015500000000000002,0.03130904884609143
0.0015600000000000002,0.033328957842506265
0.0015700000000000002,-0.003102311038670097
0.00158,-0.07845294889518382
0.00159,0.043514494815870365
0.0016,0.0055234029096560035
0.00161,0.039239182000479
0.0016200000000000001,0.035755648751640993
0.0016300000000000002,0.006123551414800334
0.0016400000000000002,0.0501053837234293
0.0016500000000000002,0.03315463213242703
0.0016600000000000002,-0.04343462888675628
0.00167,-0.009967552430104984
0.00168,-0.05583874256385979
0.00169,-0.022270733759911107
0.0017000000000000001,0.032446892201658216
0.0017100000000000001,0.057914211730752035
0.0017200000000000002,0.012685562280574325
0.0017300000000000002,-0.050166342081519516
0.0017400000000000002,-0.039762882026709565
0.00175,0.0022335141363671327
0.00176,-0.07159597113948368
0.00177,0.025159809345226464
0.0017800000000000001,-0.05802315891098325
0.0017900000000000001,0.09350081124906685
0.0018000000000000002,0.05375463511503249
0.0018100000000000002,0.002913307213381839
0.0018200000000000002,0.016566482680690733
0.0018300000000000002,0.03309643843247559
0.00184,-0.07813569762991399
0.00185,-0.020658110432880076
0.00186,0.06779623600711628
0.0018700000000000001,-0.04323841271385144
0.0018800000000000002,0.016546700338179305
0.0018900000000000002,-0.07394760050522192
0.0019000000000000002,-0.12362095099322007
0.0019100000000000002,-0.007644603609939173
0.0019200000000000003,-0.032686682285762825
0.00193,-0.05798843458024347
0.00194,-0.01487068895136674
0.0019500000000000001,-0.011303804875058658
0.0019600000000000004,-0.09568079850067322
0.00197,-0.01627080153498175
0.00198,-0.02749121004286951
0.00199,-0.04562062630691049
0.002,-0.016460993137769702
0.00201,0.047955844409051776
0.00202,0.02049085917018502
0.00203,0.021789229094368544
0.00204,-0.06216270526358911
0.00205,0.021905558298465168
0.00206,-0.0051345839232331035
0.0020700000000000002,-0.019830385835959335
0.0020800000000000003,-0.03611954018513041
0.0020900000000000003,-0.06370708963568625
0.0021000000000000003,0.01297745058064532
0.0021100000000000003,0.02581327165007563
0.0021200000000000004,0.0129173608967677
0.0021300000000000004,-0.02810567057787111
0.00214,0.0759568288994636
0.00215,-0.05320193637646157
0.00216,0.07254973525521113
0.00217,0.006065152382252196
0.00218,0.05516102066429085
0.00219,-0.0872755821606029
0.0022,0.011441031444679027
0.00221,-0.045067595400887325
0.00222,-0.07952082473730661
0.00223,-0.033636167964781534
0.0022400000000000002,-0.059150617813036946
0.0022500000000000003,-0.06069687204902248
0.0022600000000000003,0.005371303212500121
0.0022700000000000003,-0.019649251633925235
0.0022800000000000003,-0.061602603487366306
0.0022900000000000004,-0.01655097702363208
0.0023000000000000004,-0.050880515194783864
0.00231,0.07388905156218063
0.00232,0.0644174315867493
0.00233,0.06716561284588027
0.00234,-0.023813987245313868
0.00235,0.04409372329987428
0.00236,-0.03996805484517534
0.00237,-0.045678065114347056
0.00238,-0.021066832057214283
0.00239,-0.040056562924808026
0.0024000000000000002,-0.04456810715867785
0.0024100000000000002,0.0022322203803380957
0.0024200000000000003,-0.060660829325922566
0.0024300000000000003,-0.021337565960578776
0.0024400000000000003,-0.09213393746677212
0.0024500000000000004,0.09158595167125778
0.0024600000000000004,0.05780048158613316
0.0024700000000000004,0.11355795757066008
0.00248,0.01905065478752877
0.00249,-0.12461625814691867
0.0025,-0.022510436586593446
0.00251,-0.07911381919189725
0.00252,0.09375516347201554
0.00253,0.006312176438942503
0.00254,0.019064919221566414
0.00255,-0.04037302090393305
0.00256,-0.04817274301238877
0.0025700000000000002,0.08079596605698541
0.0025800000000000003,-0.05180823841621588
0.0025900000000000003,-0.11836939299724634
0.0026000000000000003,-0.023725019880935103
0.0026100000000000003,-0.060981563200110826
0.0026200000000000004,-0.0264568076119383
0.0026300000000000004,-0.03129277589024567
0.0026400000000000004,0.06089935434485211
0.00265,-0.058625190237279204
0.00266,0.05318655508902031
0.00267,0.1560462826433198
0.00268,0.05192876847053457
0.00269,-0.015294286285315756
0.0027,0.035224341600055546
0.00271,0.009829267272660445
0.00272,-0.014958922168658545
0.0027300000000000002,-0.03657329907773648
0.0027400000000000002,-0.0650328545476586
0.0027500000000000003,-0.041859933574548175
0.0027600000000000003,-0.00791942365611002
0.0027700000000000003,0.02203233309846303
0.0027800000000000004,-0.07431223005571906
0.0027900000000000004,0.06441308143556321
0.0028000000000000004,-0.01625446232606329
0.0028100000000000004,0.06650420508454251
0.00282,-0.03537714914929154
0.00283,-0.014857145462006283
0.00284,0.03250683072076221
0.00285,0.008255036368540851
0.00286,0.0009625615194408347
0.00287,0.08339767843364225
0.00288,-0.04094296209303557
0.00289,0.01065528905547321
0.0029000000000000002,-0.04832404294540764
0.0029100000000000003,-0.03687647920229804
0.0029200000000000003,-0.06428115877077689
0.0029300000000000003,-0.040035457602296
0.0029400000000000003,-0.010060284952020947
0.0029500000000000004,-0.008401771528524067
0.0029600000000000004,-0.027660662463385024
0.0029700000000000004,-0.09242319951390855
0.0029800000000000004,-0.10128304714953128
0.00299,0.04572116241205492
0.003,-0.07641702722641991
0.00301,0.010145128488819787
0.00302,0.010764831290184379
0.00303,-0.00762924188419053
0.00304,-0.01534819137512667
0.00305,0.10444581400841405
0.0030600000000000002,-0.028977589427448488
0.0030700000000000002,0.013895290470123865
0.0030800000000000003,0.07636574461138455
0.0030900000000000003,0.011850399371272526
0.0031000000000000003,0.01976236367557795
0.0031100000000000004,-0.02518233162746855
0.0031200000000000004,0.03798606258638126
0.0031300000000000004,0.013510824250752862
0.0031400000000000004,0.0174086558814214
0.0031500000000000005,0.013779004741592072
0.00316,0.00911043786048367
0.00317,0.08618196734433715
0.00318,0.03444864695388047
0.00319,-0.015469354093780256
0.0032,-0.008174935508748928
0.00321,0.047077889895520336
0.00322,0.024089654452667815
0.0032300000000000002,-0.01982127915758411
0.0032400000000000003,-0.11019711585818624
0.0032500000000000003,-0.006632718891686082
0.0032600000000000003,0.05476305326267639
0.0032700000000000003,0.04429152217859547
0.0032800000000000004,-0.008787187644282424
0.0032900000000000004,0.0060715227140152326
0.0033000000000000004,-0.011359811411215821
0.0033100000000000004,-0.03650093431382256
0.0033200000000000005,-0.05975944614443668
0.00333,0.11443362220153518
0.00334,0.010899617723859015
0.00335,-0.11695187160239887
0.00336,-0.009749943148656593
0.00337,0.02150401064554013
0.00338,0.01976040573375577
0.0033900000000000002,0.057189608554290755
0.0034000000000000002,-0.09033295485455833
